"Symbol","Series","Date","PrevClose","OpenPrice","HighPrice","LowPrice","LastPrice","ClosePrice","AveragePrice","TotalTradedQuantity","Turnover","No.ofTrades","DeliverableQty","%DlyQttoTradedQty"
"20MICRONS","EQ","08-Sep-2022","104.65","105.50","109.00","105.00","105.05","105.45","106.50","185612","19768174.45","2798","94572","50.95"
"20MICRONS","EQ","09-Sep-2022","105.45","106.40","106.70","102.40","103.40","103.55","103.99","203318","21142666.55","4156","101168","49.76"
"20MICRONS","EQ","12-Sep-2022","103.55","103.60","112.45","103.60","109.50","110.15","108.46","607895","65934436.95","7255","296389","48.76"
"20MICRONS","EQ","13-Sep-2022","110.15","112.00","113.60","106.70","108.35","108.15","110.20","433857","47809604.45","5941","175899","40.54"
"20MICRONS","EQ","14-Sep-2022","108.15","107.50","115.65","104.50","110.70","110.55","111.21","722463","80341719.50","11372","275420","38.12"
"20MICRONS","EQ","15-Sep-2022","110.55","111.40","112.55","108.10","110.20","109.45","109.92","231255","25419578.75","4562","99072","42.84"
"20MICRONS","EQ","16-Sep-2022","109.45","108.80","109.45","105.50","107.55","107.25","107.33","326541","35047847.20","5068","155669","47.67"
"20MICRONS","EQ","19-Sep-2022","107.25","107.75","110.30","105.50","106.50","106.85","108.05","204708","22118640.05","4500","75231","36.75"
"20MICRONS","EQ","20-Sep-2022","106.85","107.70","110.40","106.85","108.00","107.65","108.39","180559","19570040.40","3723","77289","42.81"
"20MICRONS","EQ","21-Sep-2022","107.65","108.00","108.15","104.25","104.90","104.75","105.91","180833","19151151.95","3695","91985","50.87"
"20MICRONS","EQ","22-Sep-2022","104.75","104.90","108.50","104.40","107.20","107.30","106.61","195282","20819856.40","3658","109157","55.90"
"20MICRONS","EQ","23-Sep-2022","107.30","107.20","109.85","104.60","105.20","105.70","106.96","202647","21675199.90","4017","104530","51.58"
"20MICRONS","EQ","26-Sep-2022","105.70","105.00","105.20","95.00","96.00","96.50","98.09","405004","39725616.15","8742","164020","40.50"
"20MICRONS","EQ","27-Sep-2022","96.50","97.20","99.40","93.75","97.25","96.90","96.37","220083","21209677.90","4785","89459","43.37"
"20MICRONS","EQ","28-Sep-2022","96.90","95.50","96.90","94.00","94.00","94.40","95.41","152843","14583508.90","4143","62801","41.09"
"20MICRONS","EQ","29-Sep-2022","94.40","96.45","98.70","95.45","96.55","96.35","96.93","136190","13200988.15","3056","50736","37.25"
"20MICRONS","EQ","30-Sep-2022","96.35","95.50","99.30","95.50","98.00","97.75","97.50","164045","15994238.65","3671","70892","43.21"
"20MICRONS","EQ","03-Oct-2022","97.75","97.95","98.85","95.00","95.30","95.55","96.88","101234","9807696.10","3911","37382","36.93"
"20MICRONS","EQ","04-Oct-2022","95.55","97.10","98.30","95.65","97.15","97.75","97.15","109702","10657761.85","2403","51139","46.62"
"20MICRONS","EQ","06-Oct-2022","97.75","98.25","100.65","97.80","98.85","98.60","98.95","108485","10734663.10","2539","46557","42.92"
"20MICRONS","EQ","07-Oct-2022","98.60","99.00","101.95","97.55","100.20","100.40","99.98","142139","14210661.50","3123","63967","45.00"
"20MICRONS","EQ","10-Oct-2022","100.40","99.40","100.30","98.05","99.50","99.15","99.05","73407","7270782.40","2279","38734","52.77"
"20MICRONS","EQ","11-Oct-2022","99.15","98.40","101.55","96.70","97.80","97.65","98.87","108443","10721852.55","2537","49293","45.46"
"20MICRONS","EQ","12-Oct-2022","97.65","98.05","98.25","96.20","97.25","96.85","97.10","88261","8569907.70","2363","44571","50.50"
"20MICRONS","EQ","13-Oct-2022","96.85","96.85","97.85","95.40","96.25","95.95","96.39","56206","5417799.75","1996","33265","59.18"
"20MICRONS","EQ","14-Oct-2022","95.95","97.00","97.75","93.15","94.60","94.50","95.69","90129","8624510.40","2478","48897","54.25"
"20MICRONS","EQ","17-Oct-2022","94.50","94.50","95.40","93.00","93.80","94.10","94.24","54373","5123943.20","1673","29934","55.05"
"20MICRONS","EQ","18-Oct-2022","94.10","94.90","96.90","93.05","93.80","93.50","94.57","116446","11012138.50","2494","78048","67.03"
"20MICRONS","EQ","19-Oct-2022","93.50","94.00","95.95","91.35","92.90","92.50","93.56","126085","11796163.15","3175","81995","65.03"
"20MICRONS","EQ","20-Oct-2022","92.50","92.40","94.20","90.50","91.70","91.25","92.04","103507","9526343.55","2759","63672","61.51"
"20MICRONS","EQ","21-Oct-2022","91.25","92.00","93.95","90.00","90.45","90.50","91.23","89828","8194960.65","2292","51770","64.51"
"20MICRONS","EQ","24-Oct-2022","90.50","91.90","92.50","89.85","91.75","91.55","91.21","44325","4042704.65","962","30018","67.72"
"20MICRONS","EQ","25-Oct-2022","91.55","92.25","92.25","89.20","89.50","89.65","90.82","101692","9235527.55","2429","53728","52.83"
"20MICRONS","EQ","27-Oct-2022","89.65","89.90","91.95","87.40","88.35","88.25","89.16","189125","16861669.40","3755","98074","51.86"
"20MICRONS","EQ","28-Oct-2022","88.25","88.60","90.50","87.55","89.20","88.20","88.88","106513","9467327.05","2257","39806","58.49"
"20MICRONS","EQ","31-Oct-2022","88.20","90.65","90.65","87.25","88.80","88.95","89.13","110939","9888018.30","2170","43073","38.83"
"20MICRONS","EQ","01-Nov-2022","88.95","89.60","91.00","88.35","90.55","90.60","89.74","98015","8795795.30","1956","45945","46.88"
"20MICRONS","EQ","02-Nov-2022","90.60","90.60","93.40","88.50","89.30","89.00","90.68","223790","20294191.70","5012","118669","53.03"
"20MICRONS","EQ","03-Nov-2022","89.00","88.45","89.45","88.05","88.95","88.40","88.81","59965","5325296.15","2234","30319","50.56"
"20MICRONS","EQ","04-Nov-2022","88.40","88.40","93.00","88.40","91.50","91.40","91.46","196800","17999232.25","4143","95952","48.76"
"20MICRONS","EQ","07-Nov-2022","91.40","92.20","93.70","91.60","92.25","92.45","92.71","175227","16245986.40","3650","88214","50.34"
"20MICRONS","EQ","09-Nov-2022","92.45","93.10","95.65","92.45","94.60","94.25","94.38","163693","15448988.05","3514","94524","57.74"
"20MICRONS","EQ","10-Nov-2022","94.25","94.00","94.00","91.00","92.40","92.10","92.40","79737","7367319.15","2439","47482","59.55"
"20MICRONS","EQ","11-Nov-2022","92.10","93.50","97.40","92.20","94.00","95.40","94.65","237768","22503843.70","3808","112060","47.13"
"20MICRONS","EQ","14-Nov-2022","95.40","95.90","95.90","92.40","93.00","92.70","93.24","166512","15525290.70","3296","116930","70.22"
"20MICRONS","EQ","15-Nov-2022","92.70","93.15","99.90","92.25","98.05","98.10","97.92","510509","49987188.95","9777","225801","44.23"
"20MICRONS","EQ","16-Nov-2022","98.10","98.60","99.20","94.20","95.40","94.90","95.97","204211","19598870.75","4229","113530","66.95"
"20MICRONS","EQ","17-Nov-2022","94.90","95.20","95.25","93.80","95.00","94.40","94.35","69166","6525955.80","2358","34318","49.62"
"20MICRONS","EQ","18-Nov-2022","94.40","95.60","98.50","92.20","93.00","93.05","93.77","106022","9942184.60","3561","45434","42.85"
"20MICRONS","EQ","21-Nov-2022","93.05","93.05","94.40","88.70","91.30","89.85","91.10","202644","18460754.30","4756","112301","55.42"
"20MICRONS","EQ","22-Nov-2022","89.85","90.10","92.40","90.10","91.00","91.30","91.30","81087","7403534.60","2653","41121","50.71"
"20MICRONS","EQ","23-Nov-2022","91.30","91.70","92.30","90.20","91.20","90.95","91.28","66125","6035751.00","2176","36219","54.77"
"20MICRONS","EQ","24-Nov-2022","90.95","91.40","93.80","91.00","92.40","92.30","92.66","122177","11321295.65","2954","55624","45.53"
"20MICRONS","EQ","25-Nov-2022","92.30","92.00","94.30","91.80","92.95","92.70","93.07","90133","8388697.75","2614","42415","47.06"
"20MICRONS","EQ","28-Nov-2022","92.70","93.05","94.45","93.00","93.60","93.25","93.71","91431","8568365.05","1778","49701","54.36"
"20MICRONS","EQ","29-Nov-2022","93.25","93.45","94.80","92.70","93.05","93.20","93.61","76096","7123618.60","1919","35264","46.34"
"20MICRONS","EQ","30-Nov-2022","93.20","93.60","94.25","92.55","93.95","93.25","93.38","83320","7780628.10","1714","42395","50.88"
"20MICRONS","EQ","01-Dec-2022","93.25","93.70","95.50","92.65","93.50","93.20","93.70","117753","11033794.55","1969","43701","37.11"
"20MICRONS","EQ","02-Dec-2022","93.20","92.40","96.30","92.40","94.50","94.90","94.96","181872","17270211.40","3159","90265","49.63"
"20MICRONS","EQ","05-Dec-2022","94.90","95.30","96.85","94.50","95.45","95.15","95.42","144360","13775032.25","2331","78753","54.55"
"20MICRONS","EQ","06-Dec-2022","95.15","95.10","95.45","93.55","93.95","93.80","94.29","76757","7237693.25","1982","42898","55.89"
,,,,,,,,,,,,,,
"21STCENMGM","EQ","08-Sep-2022","27.20","26.85","27.65","26.75","26.85","26.95","27.27","9897","269938.10","82","5831","58.92"
"21STCENMGM","EQ","09-Sep-2022","26.95","26.85","27.40","26.45","26.45","26.50","26.65","7201","191887.20","110","3361","46.67"
"21STCENMGM","EQ","12-Sep-2022","26.50","26.00","26.95","26.00","26.80","26.70","26.33","16655","438493.80","144","8895","53.41"
"21STCENMGM","EQ","13-Sep-2022","26.70","27.20","27.20","26.20","26.25","26.40","26.59","11004","292556.70","209","5645","51.30"
"21STCENMGM","EQ","14-Sep-2022","26.40","26.90","26.90","25.90","26.50","26.10","26.26","7393","194130.75","161","3630","49.10"
"21STCENMGM","EQ","15-Sep-2022","26.10","26.45","26.45","25.60","25.60","25.60","25.86","4914","127069.80","116","1593","32.42"
"21STCENMGM","EQ","16-Sep-2022","25.60","25.95","25.95","25.10","25.10","25.10","25.34","5008","126882.65","141","2081","41.55"
"21STCENMGM","EQ","19-Sep-2022","25.10","25.60","25.60","24.60","24.60","24.60","24.69","2521","62252.95","54","2451","97.22"
"21STCENMGM","EQ","20-Sep-2022","24.60","24.90","24.90","24.15","24.50","24.25","24.35","11816","287747.65","97","7367","62.35"
"21STCENMGM","EQ","21-Sep-2022","24.25","24.25","24.70","24.00","24.70","24.70","24.44","14243","348135.75","239","10906","76.57"
"21STCENMGM","EQ","22-Sep-2022","24.70","24.25","25.15","24.25","25.15","25.15","25.05","11163","279622.75","70","9871","88.43"
"21STCENMGM","EQ","23-Sep-2022","25.15","25.15","25.65","25.15","25.20","25.20","25.51","7319","186722.85","61","6789","92.76"
"21STCENMGM","EQ","26-Sep-2022","25.20","24.70","25.30","24.70","24.70","24.70","24.85","6470","160811.00","77","4106","63.46"
"21STCENMGM","EQ","27-Sep-2022","24.70","25.10","25.10","24.25","24.60","24.45","24.34","18213","443291.60","92","13957","77.56"
"21STCENMGM","EQ","28-Sep-2022","24.45","24.05","24.60","24.00","24.00","24.20","24.23","9897","239817.20","101","6096","61.59"
"21STCENMGM","EQ","29-Sep-2022","24.20","23.75","23.95","23.75","23.75","23.75","23.80","1500","35700.35","31","1500","100.00"
"21STCENMGM","EQ","30-Sep-2022","23.75","23.40","23.40","23.30","23.30","23.30","23.31","1406","32772.20","29","1406","100.00"
"21STCENMGM","EQ","03-Oct-2022","23.30","22.85","22.85","22.85","22.85","22.85","22.85","3133","71589.05","32","3133","100.00"
"21STCENMGM","EQ","04-Oct-2022","22.85","22.55","23.25","22.40","22.60","22.70","22.70","20026","454545.45","122","10678","53.32"
"21STCENMGM","EQ","06-Oct-2022","22.70","23.15","23.15","22.30","22.75","23.05","22.92","9811","224891.60","118","5934","60.48"
"21STCENMGM","EQ","07-Oct-2022","23.05","23.00","23.50","23.00","23.50","23.50","23.38","4735","110724.50","31","3645","76.98"
"21STCENMGM","EQ","10-Oct-2022","23.50","23.05","23.85","23.05","23.85","23.75","23.39","30329","709339.95","99","16076","53.01"
"21STCENMGM","EQ","11-Oct-2022","23.75","24.15","24.15","23.40","23.40","23.40","23.64","4931","116573.05","111","3164","64.17"
"21STCENMGM","EQ","12-Oct-2022","23.40","23.05","23.50","23.05","23.15","23.15","23.19","4557","105690.40","75","3875","85.03"
"21STCENMGM","EQ","13-Oct-2022","23.15","23.15","23.60","22.80","23.00","23.30","23.09","5194","119943.70","102","1875","36.10"
"21STCENMGM","EQ","14-Oct-2022","23.30","22.85","23.75","22.85","23.30","23.30","23.15","5631","130342.10","78","3110","55.23"
"21STCENMGM","EQ","17-Oct-2022","23.30","23.65","23.65","22.90","23.45","23.00","23.16","3912","90590.70","78","1421","36.32"
"21STCENMGM","EQ","18-Oct-2022","23.00","23.45","23.45","22.70","23.40","22.85","22.89","3644","83406.35","64","2036","55.87"
"21STCENMGM","EQ","19-Oct-2022","22.85","22.45","23.00","22.45","22.95","22.90","22.80","4539","103508.45","72","1902","41.90"
"21STCENMGM","EQ","20-Oct-2022","22.90","22.80","23.35","22.50","22.70","22.55","22.63","9758","220794.30","118","6125","62.77"
"21STCENMGM","EQ","21-Oct-2022","22.55","22.55","22.90","22.20","22.20","22.30","22.58","4494","101460.70","109","1379","37.72"
"21STCENMGM","EQ","24-Oct-2022","22.30","22.20","22.55","22.20","22.55","22.50","22.49","1229","27641.90","16","332","27.01"
"21STCENMGM","EQ","25-Oct-2022","22.50","22.95","22.95","22.05","22.05","22.10","22.23","12815","284849.90","88","7280","56.81"
"21STCENMGM","EQ","27-Oct-2022","22.10","22.05","22.05","21.75","22.00","22.00","21.88","2454","53690.25","52","2452","99.92"
"21STCENMGM","EQ","28-Oct-2022","22.00","22.00","22.40","21.70","22.40","22.40","22.06","5054","111501.35","73","1893","40.77"
"21STCENMGM","EQ","31-Oct-2022","22.40","22.40","22.80","22.00","22.80","22.80","22.52","2801","63086.10","27","1752","62.55"
"21STCENMGM","EQ","01-Nov-2022","22.80","23.25","23.25","22.55","23.10","23.00","23.02","8471","195041.75","89","5321","62.81"
"21STCENMGM","EQ","02-Nov-2022","23.00","23.00","23.40","22.60","22.60","22.60","22.90","6274","143649.05","94","3496","55.72"
"21STCENMGM","EQ","03-Nov-2022","22.60","22.65","23.05","22.40","23.00","23.05","22.95","10841","248808.35","75","8194","75.58"
"21STCENMGM","EQ","04-Nov-2022","23.05","23.00","23.30","22.75","22.75","22.75","22.95","6205","142398.20","70","3926","63.27"
"21STCENMGM","EQ","07-Nov-2022","22.75","22.75","23.15","22.40","22.90","22.85","22.72","5693","129360.25","90","5652","99.28"
"21STCENMGM","EQ","09-Nov-2022","22.85","22.85","23.25","22.70","23.15","23.15","22.99","4899","112616.00","81","4765","97.26"
"21STCENMGM","EQ","10-Nov-2022","23.15","23.50","23.60","23.20","23.60","23.60","23.57","12517","295041.80","91","11364","90.79"
"21STCENMGM","EQ","11-Nov-2022","23.60","23.70","24.05","23.15","23.15","23.20","23.41","19090","446946.25","185","10806","56.61"
"21STCENMGM","EQ","14-Nov-2022","23.20","22.75","23.30","22.75","22.75","22.75","22.88","3820","87418.30","60","2443","63.95"
"21STCENMGM","EQ","15-Nov-2022","22.75","22.75","22.95","22.30","22.30","22.30","22.56","13017","293604.25","91","10034","77.08"
"21STCENMGM","EQ","16-Nov-2022","22.30","22.30","22.45","21.90","21.90","21.90","22.09","11478","253518.05","85","7237","76.98"
"21STCENMGM","EQ","17-Nov-2022","21.90","21.65","22.25","21.65","21.75","22.05","21.85","7944","173571.65","112","5109","64.31"
"21STCENMGM","EQ","18-Nov-2022","22.05","22.00","22.40","21.70","22.30","22.20","22.02","4849","106776.10","62","2823","58.22"
"21STCENMGM","EQ","21-Nov-2022","22.20","22.30","22.50","21.80","22.00","22.00","22.13","7111","157331.70","61","4435","62.37"
"21STCENMGM","EQ","22-Nov-2022","22.00","21.80","22.40","21.80","22.40","22.40","22.19","3152","69935.90","37","1550","49.18"
"21STCENMGM","EQ","23-Nov-2022","22.40","22.40","22.60","22.00","22.55","22.40","22.35","5030","112420.35","69","3366","66.92"
"21STCENMGM","EQ","24-Nov-2022","22.40","22.25","22.80","22.20","22.60","22.35","22.42","5452","122210.10","72","2845","52.18"
"21STCENMGM","EQ","25-Nov-2022","22.35","22.10","22.75","22.10","22.75","22.75","22.46","4613","103608.35","67","2589","56.12"
"21STCENMGM","EQ","28-Nov-2022","22.75","22.75","23.20","22.30","22.75","22.85","22.68","16992","385328.90","127","7518","44.24"
"21STCENMGM","EQ","29-Nov-2022","22.85","22.40","22.95","22.40","22.60","22.70","22.72","6305","143241.10","67","2897","45.95"
"21STCENMGM","EQ","30-Nov-2022","22.70","22.40","22.95","22.25","22.45","22.35","22.45","7492","168171.90","101","4523","60.37"
"21STCENMGM","EQ","01-Dec-2022","22.35","22.10","22.75","22.10","22.75","22.45","22.43","5754","129090.65","80","2687","46.70"
"21STCENMGM","EQ","02-Dec-2022","22.45","22.55","22.80","22.15","22.25","22.30","22.39","7331","164153.80","79","3125","42.63"
"21STCENMGM","EQ","05-Dec-2022","22.30","22.70","22.70","22.10","22.70","22.30","22.39","15183","339954.80","128","8657","57.02"
"21STCENMGM","EQ","06-Dec-2022","22.30","22.70","22.70","22.25","22.70","22.55","22.54","5744","129471.20","65","3430","59.71"
,,,,,,,,,,,,,,
"3MINDIA","EQ","08-Sep-2022","22780.60","22825.00","22990.00","22601.00","22720.00","22739.50","22738.03","1659","37722392.00","891","896","54.01"
"3MINDIA","EQ","09-Sep-2022","22739.50","22999.95","22999.95","22656.55","22889.90","22839.95","22799.98","1150","26219981.85","569","676","58.78"
"3MINDIA","EQ","12-Sep-2022","22839.95","22839.95","22925.00","22725.05","22795.00","22806.15","22842.79","6215","141967955.30","1338","4948","79.61"
"3MINDIA","EQ","13-Sep-2022","22806.15","22949.95","22949.95","22650.00","22850.00","22802.15","22773.03","2061","46935210.80","1191","1402","68.03"
"3MINDIA","EQ","14-Sep-2022","22802.15","22796.00","22835.00","22556.95","22788.60","22811.15","22751.24","1179","26823709.95","561","763","64.72"
"3MINDIA","EQ","15-Sep-2022","22811.15","22875.00","22976.75","22550.15","22850.00","22873.45","22837.82","2483","56706305.35","916","1666","67.10"
"3MINDIA","EQ","16-Sep-2022","22873.45","22628.00","24357.00","22628.00","23700.00","23938.10","23829.69","13621","324584197.00","6915","5883","43.19"
"3MINDIA","EQ","19-Sep-2022","23938.10","24200.00","24200.00","22940.00","23660.00","23441.90","23325.51","7648","178393476.20","4145","2912","38.08"
"3MINDIA","EQ","20-Sep-2022","23441.90","23550.00","24331.75","23449.20","23900.00","23919.55","24028.99","4895","117621885.55","3227","1892","38.65"
"3MINDIA","EQ","21-Sep-2022","23919.55","23900.00","24114.95","22900.00","22935.05","22986.65","23298.89","3352","78097872.40","2235","1614","48.15"
"3MINDIA","EQ","22-Sep-2022","22986.65","23000.00","23970.00","22900.00","23593.00","23828.25","23616.90","7067","166900648.75","4622","2951","41.76"
"3MINDIA","EQ","23-Sep-2022","23828.25","23600.00","23898.95","23100.00","23645.30","23713.00","23443.32","8135","190711403.95","3271","5482","67.39"
"3MINDIA","EQ","26-Sep-2022","23713.00","23240.00","23939.85","22620.00","23564.10","23743.45","22967.24","11820","271472835.70","4739","7853","66.44"
"3MINDIA","EQ","27-Sep-2022","23743.45","23775.00","23907.80","23038.05","23515.00","23687.70","23503.85","3691","86752709.90","2314","768","41.69"
"3MINDIA","EQ","28-Sep-2022","23687.70","23515.00","23970.00","23200.00","23796.70","23876.65","23742.41","3850","91408282.85","2661","1859","48.29"
"3MINDIA","EQ","29-Sep-2022","23876.65","23996.05","24225.00","23280.50","23995.00","24086.55","23822.78","4076","97101649.60","2701","1696","41.61"
"3MINDIA","EQ","30-Sep-2022","24086.55","23900.00","24850.00","23821.90","24355.00","24606.30","24436.81","5968","145838878.50","3131","2810","47.08"
"3MINDIA","BL","03-Oct-2022","17100.00","24606.30","24606.30","24606.30","24606.30","24606.30","24606.30","5599","137770673.70","1","-","-"
"3MINDIA","EQ","03-Oct-2022","24606.30","24900.00","24900.00","23675.05","23990.00","24295.30","24254.16","4824","117002069.50","2961","1988","41.21"
"3MINDIA","EQ","04-Oct-2022","24295.30","24400.00","24960.80","24344.60","24675.00","24792.50","24750.88","3383","83732227.60","2103","1207","35.68"
"3MINDIA","EQ","06-Oct-2022","24792.50","24693.00","25209.00","24693.00","25020.00","25130.70","24958.81","3704","92447440.30","1869","2097","56.61"
"3MINDIA","EQ","07-Oct-2022","25130.70","25000.00","25007.00","24365.05","24420.05","24464.95","24644.27","7540","185817790.15","3297","4511","59.83"
"3MINDIA","EQ","10-Oct-2022","24464.95","24305.00","24595.95","24154.95","24555.95","24517.65","24410.69","2048","49993098.15","1287","622","30.37"
"3MINDIA","EQ","11-Oct-2022","24517.65","24392.00","24397.95","23479.35","23606.00","23748.10","23879.86","7825","186859924.00","4200","3880","49.58"
"3MINDIA","EQ","12-Oct-2022","23748.10","23796.00","23800.00","23332.00","23361.05","23684.00","23554.68","3038","71559130.65","1726","1320","43.45"
"3MINDIA","EQ","13-Oct-2022","23684.00","23552.00","23588.10","23330.00","23429.85","23384.10","23413.68","3090","72348259.45","886","2293","74.21"
"3MINDIA","EQ","14-Oct-2022","23384.10","23501.05","23628.45","22825.75","22934.00","23003.45","23291.41","1856","43228851.80","1180","683","36.80"
"3MINDIA","EQ","17-Oct-2022","23003.45","22996.00","24200.00","22743.05","23502.00","23414.10","23519.62","5166","121502380.65","2611","2651","51.32"
"3MINDIA","EQ","18-Oct-2022","23414.10","23515.00","23840.00","23410.00","23515.00","23683.60","23679.99","3461","81956429.95","2094","1762","50.91"
"3MINDIA","EQ","19-Oct-2022","23683.60","23790.00","23821.30","23400.00","23400.00","23469.70","23607.40","1088","25684847.90","720","326","29.96"
"3MINDIA","EQ","20-Oct-2022","23469.70","23598.00","23598.00","23066.05","23120.00","23227.15","23253.06","2095","48715160.55","992","761","36.32"
"3MINDIA","EQ","21-Oct-2022","23227.15","23343.30","23490.00","22865.10","22950.05","22954.70","23023.58","2805","64581148.35","1209","1298","59.95"
"3MINDIA","EQ","24-Oct-2022","22954.70","23298.70","23298.70","23004.00","23051.25","23168.20","23208.57","268","6219895.95","206","145","54.10"
"3MINDIA","EQ","25-Oct-2022","23168.20","23196.00","23323.00","22811.00","22949.00","22922.10","23111.64","1041","24059212.85","684","394","37.85"
"3MINDIA","EQ","27-Oct-2022","22922.10","23171.00","23248.00","22506.60","22550.00","22610.30","22825.46","1547","35310986.80","996","875","56.56"
"3MINDIA","EQ","28-Oct-2022","22610.30","22610.30","23100.00","22580.30","23065.00","23040.45","22940.53","2830","64921692.20","1829","951","49.82"
"3MINDIA","EQ","31-Oct-2022","23040.45","23112.00","23321.00","22985.00","23321.00","23288.30","23221.64","4536","105333352.90","1081","3522","77.65"
"3MINDIA","EQ","01-Nov-2022","23288.30","23288.80","23388.00","22860.00","23199.40","23118.55","23129.82","2044","47277362.10","1460","1037","50.73"
"3MINDIA","EQ","02-Nov-2022","23118.55","23234.15","23950.00","23190.00","23374.90","23408.75","23526.20","2781","65426373.95","1725","1212","43.58"
"3MINDIA","EQ","03-Nov-2022","23408.75","23408.75","23500.00","23000.00","23150.00","23071.50","23211.49","1897","44032195.60","1078","995","52.45"
"3MINDIA","EQ","04-Nov-2022","23071.50","23178.00","23358.95","22801.00","22851.00","22871.95","22969.36","1318","30273620.15","642","809","61.38"
